tweet,class
' @heshamelDali  Ёян—я Ён гЌбе? ',pos
' ’»«Ќ ћѕнѕ Џбм «ебн Ём  жн — ',pos
' Ў»Џ« «д н ”ёЏ«днд ж«д« яг«д  »” «д« Џ—ё«д ж«б”ќждне ѕне »д  ћ“ге ',neg
' @AbyHegazy ж«д  гд «еб гн нд «ге н«Ќг« ',neg
' яд  “г«д »” дм ”ƒ«бя Џдн ѕбжё н г»ё«‘ нЁ—ё. ',neg
"' ""»” ”н»я «д  ... «д« г»”жЎ »«ббм Ќ’б «де«—ѕе ж «г»«—Ќ ... \"""" гЌѕ‘ ё«бм Џё»«бя \"""" :D =))) '",pos
"' ""#«бжЎд   Џ»ѕ«бгдЏг ≈»—«енг.. \""""Ё «Ён  ”я—\"""" «б”ндг« «бг’—н… http://t.co/B3apRKiogz '",neu
' Ё—ёж« »нд «бд«” «ббн » Ќ»яж ж Ё«—ёнд гЏ«ег ж »нд «ббн «д ж »д”»е бег жб« Ќ«ћ… ',neu
"' """"""@MohabE_ б√° Џ—’"""""""" '",neg
' «бг‘яб… «д «д« б”е ћЏ«д… »ћѕ :D ',neu
' @Alshaikh2 ‘«Џ—д« «бгЌ —г нЏдм «н… «бЏнжд ««бггяд… «…  Џдм ябг… ггяд… г‘ Ё«ег… Ќ«ћ… ггяд —ѕ ',neu
' ж н« —» Џѕбе«. ',pos
' «д« яб г« «Џ—Ё Ќѕ «»д д«” нЎбЏ н« я«д ’«нЏ ж—»д« еѕ«е н√г« «»д д«” жЌѕ Џбм «Ё«е Ё« ен»ём ’«нЏ  Ў» бне яѕе Ў« ',neg
' @lmooos_7 @Tomi987123 @safi2332 нб«  ’»Ќж« Џ ќн—?? ',pos
' @samezabi @rim0o01 «’б« г”б”б «б‘г«б ж«бћдж» ѕе »я—ее ябе Џбн »Џ÷е яЁ«нж… Ё«д“е «бџ   ',neg
' дЌд Џбм »Џѕ ќЎж«  »”нЎ… гд  Ќёнё Ќбг ‘«енд ябе« нжгнд ж«бЌбг н Ќёё   ќнбж« «бЁ—Ќе Џбм ж‘ж‘ег нжг «Џб«д «бд нће »Ёж“ ‘«енд  #MohammadChahine ',pos
' г»Ќ»‘ «»нд «дн г÷«нё… ж«ббе »” »н»«д Џбн« ж »ёб» ж‘н гд џн— ё’ѕ ',neg
' @dodokemo98 @nona24_nona Ќ”»н «ббе ждЏг «бжянб :( ',neg
' «Ќд« «б“г«бя «Ќд« жб« д”н ж« :P ',pos
' @kamilia27644962 @cerinelle @mscallstephany @negoombookra @BRNSESREM  —»д« неѕнян ',neg
' жёб»н д»÷е ’ж  д»÷я.. ',pos
' н«”гнд Ќгѕ«д - б« г‘ √д« «ббн «»ян ',neu
' Ёне ‘ќ’н«  Ём Ќн« м гжћжѕ… »” Џ‘«д  Ќ—ёбм ѕгм. ',neg
' @FOmar050280 @9633656hhh «” џЁ— «ббе «бЏўнг ',neg
'  Ќбж г—«—е Џн‘н Ён —÷«««бя ............. ',pos
' «ежд Џбнян  еждм Џбн«  н«б« Ё ѕ«ене :) #я—е я ',neg
' @Mawada_Hashim - е дћЌн ќб«’ д«гн ж ÷гн—я г— «Ќ ',pos
' ж—√н« «г Ќ«д «»д ћ“г… яг«д ќг” ”«Џ«  ж г‘ д«ё’… ',neg
' @ZohooZohor @AaAaasads «бЌгѕ ббе ',pos
"' """"""#Џд я«г г—е Ќ»н  ’ѕЁ… ° ж я«г г—е бЏд е« ."""""""" '",neg
"' ""\""""@reeem12345s: яуЋн—еј еунш ¬г¬днд¬ Ёу н¬—»у Ќёёш         г¬  —¬ех ќн—«р бд¬..жн”Џѕд«?~ Ф http://t.co/3mF5fbSLaG\"""" '",pos
' бнЋ д«нг жЁ—Ќд« «дд« ‘жЁд«е »н÷Ќя «б«я«ѕнгн е ќб’ »я—… «Ќд« Ё«÷нд ѕбжё н Џ «б ’жн  »бн““ #LaithAbuJoda бнЋ √»ж ћжѕ… ',pos
' «д ‘«Ѕ «ббе д’»Ќ Џбн ќн— :) ',pos
' @shababic «Џб«г «»д гн ‘нд яб» :) ',neg
"' """"""«ббег Ўе— ёб»н гд яб ÷нё° жн”— бн √г—н Ён яб Ў—нё"""""""" '",pos
"' ""\""""»жЌ  н«Ќ«ѕн «бЏн” жндя џ«н»т  гѕе «бнжг б«Џн” б«’Ќ—«  жб« Ќ«ѕн  г«џн— –я—м  е“ «бёб» ??ж еѕе ж«ёжб Џ«ѕн жеж ж«ббе геж Џ«ѕн  ? ? #–бя_«б—ћб\"""" '",neg
' «д  «жб Ќ» ж«ќ— Ќ» еЏн‘ жн«е... ж«ббм »ндм ж»ндя «Ќ”«” «я»— гд гЏд«е ',pos
' @meroobas «е «б нннннн  »” «Ќд« ”—ёд« ’ж— я ннннн—  еЎбЏ Џбнег «бдяѕ ябе ',neg
' «бЁя—е «ббн г«ќ–нде« Џднњ —ћЏже« ж«бг—е «бн«не б«  «ќ–жд ‘н гж бяг Џн» е«бЌ—я«  ',neg
"' """"""«д« Ё÷б  г г”г—е :  ббѕ—ћ… ѕм «д« г»Ќ”‘ «”√бе ЎбЏ  Ём —«”н жЎЁн  «б«џ«дм ж»Џѕнд ёжб  Ў» ж«д« еЏгб «не ж‘џб  «б«џ«дм  «дм :\"""""""""""" '",neg
' «б‘№ №«  г»н”н»№‘ Ќѕ ”Џн№ѕ .. ',neg
' ¬д« яѕ« ќб«’ ¬ќ—н ћ«» ¬ќ—е гдн . ',neg
' @DrBassemYoussef »«”г нж”Ё «д  ќжб ж«гя Џ«—Ёе ',neg
' »” «д« бж џ»не яд  е— «Ќ «бг‘ябе «дн » џ«»н  ж бж »д”н е— «Ќ »—÷ж «бг‘ябе «дн » д«”н ж г‘ »Џ—Ё «”«гЌ яг«д ж гЁ—гбе дЁ”н «дн «д ёг ',neg
' @memoo_f151  ”бгж«««««««««« ',pos
' @balawi2 ж«д« гд «бд«” н«—» ж«‘ ё  «бм »н я «б–н ж÷Џ е бд« .. Ё«ббег «—“ёд« “н«— е ',pos
' @DesoukyAya @meroobas ег”яег «б« днд ж «ќ»Ўег Ён ЌнЎ… ж д»ѕ√ Џбм д÷нЁ ',neg
"' """"""«д« «бгЁ—ж÷ «—жЌ «бябне »я—е° «ббн еж «бде«—ѕе «б’»Ќ нЏдн Џ‘«д «ѕЁЏ «бг’«—нЁ Џ‘«д г‘ еѕќб «б«г Ќ«д бж гѕЁЏ е«‘ :\""""D"""""""" '",neg
' «ббн гнќ«Ё‘ гд —»д« .. ќ«Ё где ',neu
' @yosraabdelwaha2 «д н гднд «’б« жЏ«н‘е Ёнд ',neu
' ’б«е «бЁћ— ',neu
' @omarhamdino еб «бг‘ябе » ж«ћея Ём гя«д гЌѕѕ жб« «м гя«д њ ж»«бд”»е бќѕг… «б3G «не Џб«г… «б џЎне «бќ«’е »«б«д —д  «ббм » ўе— бя њ Zahran ',neu
' @Ahlam_Alshamsi «ббег  ё»б гд« жгдяг ’«бЌ «б√Џг«б ',pos
' ггяд Ќѕ ня—ея »гћ—ѕ «дя гЌ»ж» бд«” я н— ',neg
' @wahetaleslam яб ”де ж«д м Ўн»е  н«гѕн—е ж«Ќе «б«”б«г ж—»д« м“нѕя дж— ж—ЁЏе «д м ж«бгд ѕм » «Џя « гдм бяг яб «бќн—«  ж««—ЁЏе Џбм «бѕж«г ',pos
' «ббег »‘—д« »‘«—… ќн— бг д жёЏе« жбг дяд дЌбг »е« ж—“ёд« —“ё«р бг д”√бя «н«е жбг нќЎ— »»«бд« жћд»«р ‘—«р «д  «Џбг »е гд« н«Ќн н«ёнжг ',pos
' @Abas68Said н«’»«Ќ «бЁб.. ',pos
' @meriem_Hd4  Ќѕ ё«бя «дя ж«Ќѕ… ж”ќ… »бжжжя ',neg
' @Maroc_tiskat22 «… ѕ… еѕЁя нЏдн гд «бё’… «дя  Џгбн Ё д… ’Ќ г ќ«Ён‘ Ё«д“ ”бжг жЁ«д“ »”жг ж«Ќѕ жн«г« Џѕ  «‘я«б “н ѕн жг√Ћ— ‘ Ёнд« ',neg
"' ""\""""@3asheg1972: жяд х √“Џг гЋб «бд«” ≈– “Џгж« .. »√д гд џ«» Џдн џ«» Џд »«бн ж«бнжг я–ш»дн ёб»н жя–ш» ег .. Ё«—ё ег..ж√ё«гж« »нд √ж’«бн\"""" '",neg
' @rowaf @Bahraini_ADV ж«д н—“ёя ќѕг е« Џбн «ягб жће жня » «ббе бя «бЋж«» ',pos
' яд  »Ќ» «бг–нЏ… ѕнд« Џ’г  бг« я«д  Џбм ёд«… «бднб бб√ќ»«— ж √жд  н Ён. бб√”Ё г” ж«е« д“б Џбм ”н »н ”н ≈я” —«. я«д  ё«—∆… д‘—… гг «“…. ',neg
' «д« ќб«’ ё——  г‘ е–«я— Ќ«ће џн— бнб… «б«г Ќ«д Џ‘«д яб г««–«я— Ќ«ће «д”«е«  «дн ... яЁ«не  ÷ннЏ жё  Ё «бг–«я—е »ён :/ ',neg
' яд  ж«ёЁ… Ён «б»бяжд… »ѕ—н яѕ… Ёбён  Џ«гб «бдў«Ё… гд÷Ё «б‘«—Џ н«ѕж» ЎбЏ б√жб «б‘«—Џ ж—ћЏ  «дн ё«г гд÷Ё  «дн жб« еж #«б«” е «—_«”бж»_Ќн«е ',neg
' Џнжде« н «бЁ Ёне« «‘Џ«— ',pos
' ”»Ќ«д «ббе ж»Ќгѕе . http://t.co/bqDZM9LMUd ',neu
' √—гжег Ён √Џг«ё «б»Ќ«— Ќ н  ‘   «б√гж«ћ √‘б«∆ег .. ',neg
' ж√ «—м «бгЌ«”»… џѕ«—е џѕ«—е . ',neg
' #Џд «бд«” «ббн Џ«н‘… Џ‘«д  жћЏя ж »” ',neg
"' """"""ж÷жЅя б’б«… «ббнб ж’б«… «бЁћ— ° гЏ ‘Џж—я »«б»—ѕ  е–е «бё‘Џ—н—е яЁнб… »д”Ё ћ»«б «бќЎ«н« «б н ёѕ  Ќгбе« ?"""""""" '",pos
' @3nTbly ’»«Ќ «бж—ѕ н« Џд »бн »не ! ',pos
' Ќѕ ед« ‘џ«б Ён »дя QNB ',neu
' @Msraweya «е ж «ббе  Џ»д« Ё‘ќ ',neg
' нЌнм б” гябгдм г’ ёѕ‘ ≈де б”е Ќм гг ‘ ',pos
' жће… дў— »—ѕе ',neu
' &gt;.&lt;√’»Ќ «бж÷Џ ? нЎ«ё ',neg
"' ""\""""@AymanNour: http://t.co/wF7BlZD1XD Ён √жб  ’—нЌ бе «б”»”н нЎб»  Ёжн÷« гд «б‘Џ» бгж«ће… ≈—е«» гЌ гб!! (ж«÷Ќ √д «бя бжћ ж«Ќѕ)\"""" '",neg
' #янЁ_дд’—_ѕндд« 1-«б”н— Ён Ў—нё «бЏбг 2-«бѕЏж… ≈бм «ббе »г« гЏя гд «бЏбг 3-≈д бг  ” ЎЏ Ёяд гЌ»«р ббЏбг ж√ебе @Betaqadaawia ',neu
' г‘ябе «««н #»  «де« Џ«н“е «бж«ѕ #не г »не« «б24 ”«Џе Ќ н жеж #д«нг #«б—Ќге_Ќбже ',neg
' @nadamuhamed16 н« —н  ябег “ня н« »д н ж«ббе ',pos
' ’»«Ќжжж ^_^ ',pos
"' ""#«бё—÷«жн ге«ћг« #ёЎ—: б« нЌ Ёбжд »«бгжбѕ «бд»жн жнЌ Ёбжд »№\""""«бя—н”г«”\""""  г««д  Џ«н‘ Ён ёЎ— гд «б”нд«  б”е ж«ќѕ »«бя ѕбжё н '",neg
' #«бжЎд  »«бЁнѕнж  #«бё—÷«жн не«ћг #ёЎ—: б« нЌ Ёбжд »«бгжбѕ «бд»жн жнЏ »—жде »ѕЏ…  http://t.co/C7UK8dwc1V ',neu
' Ў—нёя г”ѕжѕ г”ѕжѕ н« жбѕм  *»’ж  ”Џнѕ ’«бЌ* ',neg
' @EgyptianPolice0 Ўн» н«‘—Ў… н«г’—н… Ён я н— «ќж«д Ён «бг’«бЌ «бЌяжгн… жЏ«гбнд ‘џ» ж«бгѕн—нд » ќ«Ё гдег ж»нЏгбж« Ё д ж«ћ г«Џ«  ',neg
' ѕе «д« яд  д«”н ж«ббе ж—ћЏдн «бЌднд .... ж Ќ  ‘»«яя »н—гндн «бЌднд :/ ',neg
' @AymanNour «дёб«» «н… —»д« нёб» г’—«дяг «д ‘«Ѕ «ббе ',neg
' «Ќ« .. нЏдм ’«Ќм Џбм »бн“ яжб гм жёжбд« г«‘м «дг« гб«ён‘ Џб»е «б”ћ«н— .. «Ќ« »ћѕ ѕ« «д« ‘«—» где« ”ћ«—… ж«Ќѕе »” ',neg
' «б”д… гбе«‘ ѕЏж… »дћ«Ќя жЁ‘бя ж«бЌёнё… «дя Ё«‘б Џ‘«д «д  ќжб жЏбё г‘ Џ‘«д «д  ”∆ «бЌў «ж ёж«днд «бЎ»нЏ… ж«б“гд »н «г—ж« Џбня ’«дЏ «б”«Џ«  ',neg
"' """"""ё«б —”жб «ббе ? \""""б« ёжбж«ббгд«Ёё:”нѕд«°Ё≈де ≈д ня ”нѕяг Ёёѕ√”ќЎ г —»яг-Џ“жћб-\"""". [«б’ЌнЌ…:371]"""""""" '",neu
' ну« —»  √гдЌдн ёб» г» ”гу нх”Џѕ ?д Ќжбн жу ¬џг—™ј »у ¬бёжш™ј жу ¬?’»—  Ќ м б¬ ?÷ЏЁ ¬г¬г ‘нЅ  [ ”ж¬я ].. ’»«Ќ «бќн—«  http://t.co/NwSmaSaI1r ',pos
"' ""Mama said:\""""е нћ»н гб«Ќё н« енѕн \"""" '",neg
' @ameeallam «бЋ«джн… ѕм » дгм «бџ»«Ѕ ',neg
' б«  Ўб» гд «ббе г«б«  ” ЎнЏ  √ѕн… ‘я—е √ж  Ќгб Џ»∆е .ж«б«. Ёбг« Ѕ« «ег гд Ё÷бе »ќбж« »е...... Ё√Џё»ег дЁ«ё« Ён ёбж»ег ≈бм нжг нбёжде ',neu
' г‘ ндЁЏ  яжд г Џ«ЎЁ «ж гƒгд »Ёя—« «ж —¬н «ж ‘ќ’ «ж Ќ“» «ж ян«д.. «бќ ж ё«—де »‘»не  жбяд г д«ё÷ гЏ «б‘∆ ѕ«.. бд  яжд гд’Ё »«бг—« :-) ',neg
' жубу”ужъЁу нхЏъЎцняу —у»шхяу Ёу у—ъ÷ум ??? √убугъ нућцѕъяу ну цнгр« Ёу¬жум ??? жужућуѕуяу ÷у«бшр« Ёуеуѕум ???жужућуѕуяу Џу«∆цбр« Ёу√уџъдум ',pos
' #«бг’ѕ—  #«б—ж»б_«б—ж”н н —«ћЏ 0.7 \% √г«г «бѕжб«—  ббг“нѕ :http://t.co/eQntVOB4uc http://t.co/RDHwJ6kxdO ',neu
"' ""#«бг’ѕ—  \""""#»—д  \""""н —«ћЏ »« ћ«е 61 ѕжб«—« бб»—гнб Ён «б Џ«гб«  «б«”нжн…  бб Ё«’нб :http://t.co/HspdXCeuhw '",neu
' @LonaloloLona ? ?г”«««««««Ѕ_«бќн—«««««« ?? ',pos
' ёг » ћен“ гбЏ» #дћнб_’д«Џн я«гб г я«гб гЏ #»н»«_”»ж—  »√ёб ”Џ— ж÷г«д 8 ”дж«  http://t.co/zvM0NiRvqx 01027399960 - 01027399962 ',neu
' Ёƒ«ѕ «бгедѕ” ж ‘жня«— ! ',pos
' гжѕнжб гдЌ” гд «жбе ',neg
"' ""\""""@JassmineHady: бя «бЌгѕ —»н Џѕѕ ќб«н« √ћ”«ѕд« «бг Џ«Ёне жЏѕѕ √н«гд« «б н б« д‘яж« Ёне« жЏѕѕ дЏгя «б н б« дЌ’не«  #«бЌгѕббе\"""" '",pos
' ЌЁў «ббе г’— http://t.co/mz6YSoxpRn ',pos
"' """"""‘я—«р б√дя Ён Ќн« н ° ‘я—«р б√дя Ќн« н  ’»«Ќ «бЌ» ?"""""""" '",pos
' «бгбб »«бд”»«бм «‘»е »«бгж  ',neg
' ж Џн‘ н« ћн‘ »б«ѕм http://t.co/U1BVnYvvVO ',pos
' Џб»е я‘—м ж”Ў » 6 ћдне !!!! нЏдм бж «—»Џ «Ё—«ѕ » 24 ћдне !!! »бѕ гЁн‘ г е« «гб .. ',neg
' «’«бе ѕм Ќ«бе ћгнбе ',pos
' @Q55665 «—нѕ Џгб «д«”«∆ё ',neu
' ”√» ”г Ён жће гд ня—едн Ё«д бг √я”» гЌ» е ”√дћЌ Ён ЁёЏ г—«— е  # гЋбдм ж»‘ѕе ',neu
